Genus,Species,Family,Biomass Constant A,Biomass Constant B,Biomass Constant C,Max Length (cm),Max Length Type,Trophic Level,Vulnerability,Regions,Climate Score,Trophic Group,Functional Group,Group Size
Siganus,virgatus,Siganidae,0.0204,3.236,0.657,30,total length,2.73,19,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,small group
Micropogonias,undulatus,Sciaenidae,0.00519,3.148,1,55,total length,4,34.09,"Tropical Atlantic",,piscivore,pisci-invertivore,large group
Niphon,spinosus,Serranidae,0.01148,3.05,1,100,total length,4.5,63.07,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,piscivore,
Anchoviella,guianensis,Engraulidae,0.003108,3.314208,1,9,total length,3.4,10,"Tropical Atlantic",,planktivore,planktivore,large group
Parma,victoriae,Pomacentridae,0.00239,2.99,1,20,standard length,2.76,36.72,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,
Chloroscombrus,chrysurus,Carangidae,0.022435,2.716774,1,65,total length,3.54,29.1,"Tropical Atlantic",,invertivore-mobile,macro-invertivore,large group
Chaenopsis,cardonae,Chaenopsidae,0.00457,3.08,1,8.5,total length,4,10,"Tropical Atlantic",,piscivore,pisci-invertivore,small group
Carcharhinus,cautus,Carcharhinidae,0.00142,3.334,1,150,total length,4.17,60.91,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,solitary
Naso,caeruleacauda,Acanthuridae,0.0858,2.646,0.912409,40,standard length,2.58,42.68,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,large group
Amphiprion,sandaracinos,Pomacentridae,0.01122,3.04,1,14,total length,2.71,25.07,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Macrodon,ancylodon,Sciaenidae,0.004023,3.301044,1,45,total length,3.9,36.48,"Tropical Atlantic",,piscivore,pisci-invertivore,solitary
Acanthurus,nigricans,Acanthuridae,0.0263,2.93,1,21.3,total length,2,33.71,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,large group
Chilorhinus,suensonii,Chlopsidae,0.00102,3.06,1,18,total length,4.03,10,"Tropical Atlantic",,piscivore,pisci-invertivore,medium group
Neopomacentrus,nemurus,Pomacentridae,0.0259,2.91315,0.849,8,total length,3.4,16.21,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,large group
Grammatobothus,polyophthalmus,Bothidae,0.01959,2.805915,1,21,total length,4.25,33.18,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,solitary
Hypsoblennius,exstochilus,Blenniidae,0.00741,3,1,5,total length,2.9,11,"Tropical Atlantic",,invertivore-mobile,micro-invertivore,small group
Tylosurus,gavialoides,Belonidae,0.00132,3.1,1,80,standard length,4.4,63.98,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,piscivore,small group
Prionurus,punctatus,Acanthuridae,0.01995,3.01,1,60,total length,2,38.55,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,small group
Naso,unicornis,Acanthuridae,0.029529,2.923551,1,70,fork length,2.17,32.05,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-macroalgae,browser,small group
Alloblennius,pictus,Blenniidae,0.00741,3,1,2.6,standard length,2,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,
Pomacentrus,saksonoi,Pomacentridae,0.01,3.04,1,10,total length,2.7,21,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,,
Plectorhinchus,gibbosus,Haemulidae,0.0396,2.761,1,75,total length,4.01,45.03,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,small group
Corythoichthys,flavofasciatus,Syngnathidae,0.00049,3.1,1,12,total length,3.6,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,pair
Lutjanus,malabaricus,Lutjanidae,0.01564,3.007681,1,100,total length,4.09,50.14,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,,macro-invertivore,solitary
Urolophus,halleri,Urolophidae,0.01,3.04,1,58,total length,3.24,69.87,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,
Myliobatis,australis,Myliobatidae,0.0038,3.08,1,120,wing diameter,3.55,59.79,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,small group
Pseudanthias,pictilis,Serranidae,0.00933,2.97,1,13.5,total length,3.4,19.81,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,large group
Neoglyphidodon,nigroris,Pomacentridae,0.01782,3.1822,0.836,13,total length,3.02,24.47,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,
Selene,setapinnis,Carangidae,0.01855,2.832867,1,60,total length,3.72,35.01,"Tropical Atlantic",,planktivore,planktivore,medium group
Choeroichthys,cinctus,Syngnathidae,0.00049,3.1,1,8,standard length,3.3,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,
Carcharhinus,borneensis,Carcharhinidae,0.00468,3.1,1,70,total length,3.9,34,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,solitary
Cephalopholis,formosa,Serranidae,0.0127,2.863,1,34,total length,4.1,34.13,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,
Emblemariopsis,occidentalis,Chaenopsidae,0.00457,3.08,1,1.9,total length,3.1,10,"Tropical Atlantic",,planktivore,planktivore,small group
Tilodon,sexfasciatus,Kyphosidae,0.02291,2.99,1,40,total length,3.5,36.66,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,medium group
Jaydia,ellioti,Apogonidae,0.01802,2.9616,1,16,total length,3.6,16.49,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Scarus,ghobban,Scaridae,0.015696,3.016738,1,90,total length,2,37.31,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,scraper,small group
Chromis,amboinensis,Pomacentridae,0.01778,2.99,1,10,total length,2.74,20.93,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,omnivore,planktivore,medium group
Pomacentrus,philippinus,Pomacentridae,0.036761,2.884957,0.944,10,fork length,2.67,23.43,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Pseudanthias,huchtii,Serranidae,0.00933,2.97,1,12,total length,3.4,16.74,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Rhinecanthus,cinereus,Balistidae,0.0257,2.94,1,16.5,standard length,3.4,26,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,
Carangoides,armatus,Carangidae,0.03227,2.823694,1,58,total length,4.06,34.41,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,small group
Hypoatherina,harringtonensis,Atherinidae,0.00562,3.12,1,10,total length,3.03,22,"Tropical Atlantic",,planktivore,planktivore,large group
Sargocentron,bullisi,Holocentridae,0.0166,2.97,1,13,standard length,3.5,11.53,"Tropical Atlantic",,invertivore-mobile,macro-invertivore,small group
Ogcocephalus,cubifrons,Ogcocephalidae,0.01905,2.96,1,38,total length,3.5,58,"Tropical Atlantic",,invertivore-mobile,macro-invertivore,solitary
Scarus,niger,Scaridae,0.024136,3.147753,0.794,40,total length,2,19.91,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,scraper,
Lutjanus,gibbus,Lutjanidae,0.016308,3.030469,1,50,total length,4.12,35.26,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,medium group
Hypoplectrodes,wilsoni,Serranidae,0.00933,2.97,1,20,total length,4.2,24.95,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,piscivore,
Parapercis,lata,Pinguipedidae,0.00646,3.1,1,21.2,standard length,3.6,35.59,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Calamus,penna,Sparidae,0.133516,2.49449,1,46,total length,4.35,46.23,"Tropical Atlantic",,piscivore,pisci-invertivore,medium group
Neoglyphidodon,crossi,Pomacentridae,0.00239,2.99,1,10,standard length,2.8,24.92,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,
Pseudojuloides,xanthomos,Labridae,0.0049,3.06,1,6.5,standard length,3.3,14,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Chromis,intercrusma,Pomacentridae,0.01479,2.98,1,29,total length,3,36,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,medium group
Siganus,luridus,Siganidae,0.019456,2.93863,1,30,total length,2.17,39.38,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-macroalgae,browser,medium group
Lipocheilus,carnolabrum,Lutjanidae,0.149,2.488,0.922509,50,standard length,3.9,50,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,small group
Vanderhorstia,ornatissima,Gobiidae,0.00617,3.08,1,8.5,total length,3,18.7,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Cirrhitops,fasciatus,Cirrhitidae,0.01585,3.01,1,12.7,total length,3.4,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,
Diodon,hystrix,Diodontidae,0.193,2.41,1,91,total length,3.61,48.2,"Central Indo-Pacific,Eastern Indo-Pacific,Tropical Atlantic,Tropical Eastern Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,
Petroscirtes,fallax,Blenniidae,0.00537,3.05,1,9.5,total length,2.2,20.07,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,omnivore,cropper/grazer,
Serranocirrhitus,latus,Serranidae,0.01096,3.05,1,13,total length,3.4,19.04,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Stellifer,lanceolatus,Sciaenidae,0.0055,3.08,1,20,total length,3.5,16.13,"Tropical Atlantic",,invertivore-mobile,macro-invertivore,medium group
Plectropomus,leopardus,Serranidae,0.009115,3.105091,1,120,standard length,4.41,51.04,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,piscivore,
Pomacentrus,littoralis,Pomacentridae,0.02344,2.99,1,11,total length,2.16,22.69,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Plectorhinchus,schotaf,Haemulidae,0.01349,3.01,1,80,total length,3.9,56.99,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,small group
Ostorhinchus,chrysotaenia,Apogonidae,0.01072,3.12,1,12,total length,3.6,12,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,solitary
Odontoscion,eurymesops,Sciaenidae,0.00537,3.09,1,25,total length,4.07,21.73,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,large group
Siganus,corallinus,Siganidae,0.00234,3.82079,0.95,35,standard length,2.46,27.06,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,pair
Diplodus,omanensis,Sparidae,0.01259,3.03,1,30,total length,3.1,40,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,omnivore,macro-invertivore,
Eviota,bifasciata,Gobiidae,0.00617,3.08,1,3.5,standard length,3.2,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Bothus,lunatus,Bothidae,0.00981,3.189,1,46,total length,4.45,41.14,"Tropical Atlantic",,piscivore,piscivore,solitary
Chaetodon,austriacus,Chaetodontidae,0.02291,3.01,1,13,standard length,3.34,12.47,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-sessile,corallivore,pair
Plagiotremus,phenax,Blenniidae,0.00537,3.05,1,8,total length,4,16.21,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,cleaner,
Halichoeres,melanotis,Labridae,0.01,3.08,1,13,total length,3.5,22.77,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Epinephelus,faveatus,Serranidae,0.01148,3.04,1,32,total length,3.7,33.02,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,
Chromis,alta,Pomacentridae,0.01778,2.99,1,13,standard length,3.4,29.45,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,large group
Sphyraena,putnamae,Sphyraenidae,0.005951,2.916817,1,90,total length,4.5,36,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,piscivore,large group
Chromis,crusma,Pomacentridae,0.0278,2.826,1,14,standard length,3,30.38,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,medium group
Hypanus,say,Dasyatidae,0.0224,3.13,1,100,wing diameter,3.7,66.88,"Tropical Atlantic",,invertivore-mobile,macro-invertivore,small group
Ostracion,whitleyi,Ostraciidae,0.03548,2.81,1,15.5,total length,3.2,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,
Pseudocaranx,dentex,Carangidae,0.01956,2.88598,1,122,total length,3.66,74.3,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,medium group
Lotilia,graciliosa,Gobiidae,0.00617,3.08,1,4.5,standard length,3.2,12.01,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Upeneichthys,vlamingii,Mullidae,0.01023,3.09,1,35,total length,3.5,31.38,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,small group
Lethrinus,miniatus,Lethrinidae,0.00561,3.27671,1,90,total length,3.77,52.78,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,small group
Sphyraena,idiastes,Sphyraenidae,0.00708,2.93,1,91,total length,4.5,52.27,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,piscivore,small group
Neoniphon,opercularis,Holocentridae,0.01484,3,1,35,total length,3.55,25.16,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,small group
Chilomycterus,schoepfii,Diodontidae,0.0236,3.124,1,27.9,total length,3.5,14.84,"Tropical Atlantic",,invertivore-mobile,macro-invertivore,solitary
Luzonichthys,microlepis,Serranidae,0.00389,3.12,1,6.3,total length,3.4,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,large group
Priacanthus,blochii,Priacanthidae,0.054,2.771,0.855,35,total length,4.1,23.47,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,small group
Scarus,dubius,Scaridae,0.01445,3.04,1,35.6,standard length,2,36.8,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,scraper,small group
Parupeneus,rubescens,Mullidae,0.0114,3.01,1,43,total length,3.5,34.51,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,small group
Prionurus,maculatus,Acanthuridae,0.13562,2.504,1,45,total length,2,34.25,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,medium group
Pseudophycis,barbata,Moridae,0.00363,3.13,1,63,total length,3.5,65.55,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,medium group
Pseudocheilinus,ocellatus,Labridae,0.0166,2.95,1,10.3,standard length,3.5,23,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Decapterus,russelli,Carangidae,0.027669,2.827098,1,45,total length,3.52,23.83,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,large group
Elacatinus,chancei,Gobiidae,0.00871,3.09,1,5,total length,3.5,11,"Tropical Atlantic",,invertivore-sessile,micro-invertivore,small group
Pseudanthias,flavicauda,Serranidae,0.00933,2.97,1,6.58,standard length,3.3,12.01,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,large group
Acentrogobius,nebulosus,Gobiidae,0.00891,3.07,1,18,standard length,,35.81,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,omnivore,micro-invertivore,large group
Gymnothorax,thyrsoideus,Muraenidae,0.00095,3.1,1,66,total length,3.98,47.84,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,
Genicanthus,bellus,Pomacanthidae,0.0302,2.89,1,18,total length,3.4,24.79,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Hologymnosus,doliatus,Labridae,0.0049,3.11,1,50,total length,3.79,47.81,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,macro-invertivore,small group
Bodianus,mesothorax,Labridae,0.01202,3.06,1,25,total length,3.22,31.66,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Paracheilinus,mccoskeri,Labridae,0.00977,3.05,1,8,total length,3.4,14,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,planktivore,planktivore,small group
Sargocentron,rubrum,Holocentridae,0.029676,2.908461,1,32,total length,3.71,16.59,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,small group
Ecsenius,trilineatus,Blenniidae,0.00741,3,1,3,total length,2,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,,cropper/grazer,small group
Scarus,rivulatus,Scaridae,0.0184,3.058,1,40,standard length,2.71,39.33,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,scraper,medium group
Plagiotremus,ewaensis,Blenniidae,0.00537,3.05,1,10.2,standard length,4.2,25.19,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,cleaner,
Euthynnus,alletteratus,Scombridae,0.0245,2.89,0.933707,122,total length,4.5,57,"Tropical Atlantic",,piscivore,piscivore,large group
Choerodon,fasciatus,Labridae,0.01259,3.05,1,30,total length,3.38,34.51,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Suezichthys,caudavittatus,Labridae,0.00447,3.14,1,12,total length,3.5,21,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
Siganus,spinus,Siganidae,0.028188,2.881716,0.95,28,total length,2.04,13.79,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,herbivore-detritivore,cropper/grazer,large group
Chaetodon,vagabundus,Chaetodontidae,0.02776,2.97346,1,23,total length,2.9,17.28,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,pair
Pseudolabrus,luculentus,Labridae,0.01995,2.99,1,17,standard length,3.3,31.42,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,solitary
Epinephelus,bruneus,Serranidae,0.01148,3.04,1,136,total length,3.98,76.9,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,piscivore,pisci-invertivore,
Pseudochromis,springeri,Pseudochromidae,0.00501,3.11,1,5.5,total length,3.5,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",,invertivore-mobile,micro-invertivore,small group
